City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
264,south sioux city,42.4739,-96.4136,5.670000000000061,80,0,3.09,US,1706484036
265,mosty,53.4122,24.5387,1.691999999999996,92,100,1.7,BY,1706484036
266,santa ana,33.7456,-117.8678,49.41000000000008,26,75,4.12,US,1706483787
267,caxito,-8.5785,13.6643,44.58600000000007,94,90,1.14,AO,1706484037
268,shitanjing,39.2342,106.3439,-13.91399999999993,28,3,2.54,CN,1706484037
269,ixtapa,20.7,-105.2,46.02600000000009,73,75,4.12,MX,1706484037
270,wulingyuan,29.3494,110.5441,10.29600000000005,78,97,1.09,CN,1706484037
271,sitka,57.0531,-135.33,19.691999999999997,62,100,9.77,US,1706484038
272,dunedin,-45.8742,170.5036,31.644000000000073,66,4,2.86,NZ,1706483857
273,yuzhno-kurilsk,44.0306,145.8556,0.3780000000000655,93,81,5.29,RU,1706484039
274,porto barra do ivinheima,-22.9667,-53.6667,43.920000000000066,51,65,1.88,BR,1706484039
275,plyeshchanitsy,54.4222,27.8331,-1.8,94,100,1.92,BY,1706484039
276,island harbour,50.724,-1.2758,20.466000000000008,91,100,2.68,GB,1706484039
277,darwin,-12.4611,130.8418,48.942,91,75,3.58,AU,1706483952
278,slave lake,55.2834,-114.769,14.382000000000017,53,0,9.26,CA,1706483745
279,nizhneudinsk,54.9076,99.0276,-51.62399999999996,100,71,1.55,RU,1706484040
280,zonguldak,41.25,31.8333,-9.017999999999985,96,96,1.69,TR,1706484040
281,alice springs,-23.7,133.8833,55.35,14,8,2.06,AU,1706483805
282,la palma,33.8464,-118.0467,49.122000000000035,28,75,2.57,US,1706484040
283,gubkinskiy,64.434,76.5026,-37.54799999999997,96,98,3.44,RU,1706484041
284,chonchi,-42.6128,-73.8092,31.12200000000004,53,1,1.47,CL,1706483800
285,chulym,55.0997,80.9572,-31.841999999999945,98,99,2.65,RU,1706484041
286,uturoa,-16.7333,-151.4333,51.174000000000014,76,31,3.45,PF,1706484041
287,ivano-frankivsk,48.9215,24.7097,-0.4139999999999304,98,100,1.55,UA,1706484041
288,wuhu,31.3366,118.3755,5.346000000000049,71,91,2.81,CN,1706484041
289,soio,-6.1349,12.3689,46.54800000000002,90,100,2.9,AO,1706484042
290,luanda,-8.8368,13.2343,47.57400000000001,85,95,2.8,AO,1706484042
291,aykhal,66.0,111.5,-46.11599999999996,55,84,2.92,RU,1706484042
292,kurumkan,54.3,110.3,-49.877999999999965,90,32,1.79,RU,1706484042
293,naze,28.3667,129.4833,22.518000000000086,63,66,4.06,JP,1706484042
294,nambour,-26.6333,152.95,52.84800000000003,97,99,1.34,AU,1706483770
295,bonthe,7.5264,-12.505,46.90800000000001,81,9,3.41,SL,1706484043
296,brookings,44.3114,-96.7984,7.2,75,0,3.6,US,1706483876
297,margate,51.3813,1.3862,14.688000000000045,87,100,1.79,GB,1706483812
298,ranau,5.9538,116.6641,33.228000000000065,96,95,0.4,MY,1706484043
299,nantucket,41.2835,-70.0995,9.108000000000004,100,100,9.77,US,1706484043
300,puerto cortez,15.8333,-87.95,52.2,80,41,2.84,HN,1706484043
301,saint-francois,46.4154,3.9054,15.641999999999996,88,0,2.06,FR,1706484044
302,remire-montjoly,4.9167,-52.2667,45.03600000000007,94,100,3.6,GF,1706484044
303,selkirk,50.1436,-96.8845,0.07200000000003684,86,53,0.45,CA,1706484044
304,umm kaddadah,13.6017,26.6876,27.216000000000008,29,1,5.57,SD,1706484044
305,aoulef,26.9667,1.0833,34.110000000000085,17,0,7.88,DZ,1706484044
306,letterkenny,54.95,-7.7333,10.20600000000003,69,100,3.16,IE,1706484044
307,polyarnyy,69.1989,33.4478,-1.4399999999999182,95,100,10.8,RU,1706484044
308,saldanha,-33.0117,17.9442,34.254000000000055,89,99,0.49,ZA,1706484045
309,bubaque,11.2833,-15.8333,46.926000000000094,72,34,4.8,GW,1706484045
310,porto novo,6.4965,2.6036,52.02000000000006,56,8,2.53,BJ,1706484045
311,guerrero negro,27.9769,-114.0611,43.938000000000045,25,30,2.58,MX,1706483787
312,la serena,-29.9078,-71.2542,35.51400000000003,77,20,4.12,CL,1706484045
313,barah,13.7,30.3667,31.26600000000001,21,85,4.68,SD,1706484046
314,nova sintra,14.8667,-24.7167,39.258,64,1,7.56,CV,1706484046
315,i-n-salah,27.1935,2.4607,30.87000000000006,20,0,6.69,DZ,1706484046
316,gornozavodsk,58.3758,58.3211,-32.18399999999994,99,100,0.6,RU,1706484046
317,la paz,-16.5,-68.15,25.182000000000016,62,75,3.6,BO,1706484046
318,phongsali,21.6833,102.1058,14.076000000000091,100,66,0.53,LA,1706484038
319,flying fish cove,-10.4217,105.6791,48.27600000000009,89,40,2.57,CX,1706484029
320,aral,40.5156,81.2636,-5.759999999999979,40,100,2.37,CN,1706484047
321,camiri,-20.05,-63.5167,48.40200000000008,46,75,0.92,BO,1706484047
322,igarka,67.4667,86.5833,-26.333999999999993,89,100,7.01,RU,1706484047
323,kloulklubed,7.0419,134.2556,50.90400000000005,82,99,6.51,PW,1706484047
324,tiruchirappalli,10.8167,78.6833,41.508,88,20,3.09,IN,1706484048
325,cabedelo,-6.9811,-34.8339,51.06600000000001,79,99,5.61,BR,1706483977
326,harper,4.375,-7.7169,48.00600000000003,84,5,2.84,LR,1706484048
327,lerwick,60.1545,-1.1494,12.6,74,100,13.61,GB,1706483843
328,yinchuan,38.4681,106.2731,-10.07999999999994,28,0,2.39,CN,1706484048
